"","rowname","error"
"46","ErrorMessage259","only 0's may be mixed with negative subscripts"
"47","ErrorMessage260","object 'codeloc' not found"
"48","ErrorMessage267","incorrect number of dimensions"
"49","ErrorMessage274","could not find function ""cosinor.period"""
"50","ErrorMessage284","could not find function ""cosinor.plot"""
"51","ErrorMessage287","undefined columns selected"
"52","ErrorMessage316","could not find function ""count.pairwise"""
"53","ErrorMessage317","count.pairwise is deprecated.  Please use the pairwiseCount function."
"54","ErrorMessage327","could not find function ""crossValidation"""
"55","ErrorMessage328","argument ""model"" is missing, with no default"
"56","ErrorMessage337","'x' is empty"
"57","ErrorMessage341","could not find function ""cs"""
"58","ErrorMessage342","could not find function ""cta"""
"59","ErrorMessage343","invalid 'nrow' value (< 0)"
"60","ErrorMessage385","could not find function ""cta.15"""
"61","ErrorMessage398","NAs introduced by coercion"
"62","ErrorMessage404","could not find function ""d.ci"""
"63","ErrorMessage405","argument ""d"" is missing, with no default"
"64","ErrorMessage406","non-numeric argument to mathematical function"
"65","ErrorMessage414","invalid 'type' (list) of argument"
"66","ErrorMessage421","could not find function ""d.robust"""
"67","ErrorMessage423","argument ""group"" is missing, with no default"
"68","ErrorMessage424","number of items to replace is not a multiple of replacement length"
"69","ErrorMessage425","'trim' must be numeric of length one"
"70","ErrorMessage426","object 'd2CL' not found"
"71","ErrorMessage428","Non-numeric argument to mathematical function"
"72","ErrorMessage430","unused argument (alist(n = ))"
"73","ErrorMessage431","unused argument (n = x)"
"74","ErrorMessage432","unused arguments (alist(n = x, n2 = ))"
"75","ErrorMessage433","unused arguments (n = x, n2 = x)"
"76","ErrorMessage434","object 'd2OVL' not found"
"77","ErrorMessage439","'d2OVLL' is not an exported object from 'namespace:psych'"
"78","ErrorMessage443","object 'd2r' not found"
"79","ErrorMessage446","object 'd2t' not found"
"80","ErrorMessage447","object 'a' not found"
"81","ErrorMessage459","object 'd2U3' not found"
"82","ErrorMessage463","could not find function ""densityBy"""
"83","ErrorMessage480","invalid subscript type 'list'"
"84","ErrorMessage501","could not find function ""describe"""
"85","ErrorMessage527","invalid argument type"
"86","ErrorMessage539","could not find function ""describe.by"""
"87","ErrorMessage577","could not find function ""describeBy"""
"88","ErrorMessage579","no grouping variable requested"
"89","ErrorMessage580","no non-missing arguments to min; returning Inf"
"90","ErrorMessage582","EXPR must be a length 1 vector"
"91","ErrorMessage591","attempt to set 'colnames' on an object with less than two dimensions"
"92","ErrorMessage597","could not find function ""describeData"""
"93","ErrorMessage601","numerical expression has 6 elements: only the first used"
"94","ErrorMessage602","numerical expression has 2 elements: only the first used"
"95","ErrorMessage606","could not find function ""describeFast"""
"96","ErrorMessage608","'x' must be an array of at least two dimensions"
"97","ErrorMessage609","there is no package called ‘psychTools’"
"98","ErrorMessage611","could not find function ""dia.arrow"""
"99","ErrorMessage612","argument ""to"" is missing, with no default"
"100","ErrorMessage614","'length', 'angle', or 'code' greater than length 1; values after the first are ignored"
"101","ErrorMessage616","'length(x) = 6 > 1' in coercion to 'logical(1)'"
"102","ErrorMessage628","'length(x) = 20 > 1' in coercion to 'logical(1)'"
"103","ErrorMessage649","could not find function ""dia.cone"""
"104","ErrorMessage650","longer object length is not a multiple of shorter object length"
"105","ErrorMessage678","could not find function ""dia.curve"""
"106","ErrorMessage679","argument ""from"" is missing, with no default"
"107","ErrorMessage681","missing value where TRUE/FALSE needed"
"108","ErrorMessage692","could not find function ""dia.curved.arrow"""
"109","ErrorMessage714","could not find function ""dia.ellipse"""
"110","ErrorMessage723","'list' object cannot be coerced to type 'double'"
"111","ErrorMessage739","could not find function ""dia.ellipse1"""
"112","ErrorMessage741","x and y must be vectors"
"113","ErrorMessage766","argument is not numeric or logical: returning NA"
"114","ErrorMessage779","could not find function ""dia.rect"""
"115","ErrorMessage781","cannot mix zero-length and non-zero-length coordinates"
"116","ErrorMessage782","invalid 'cex' value"
"117","ErrorMessage799","could not find function ""dia.self"""
"118","ErrorMessage800","argument ""location"" is missing, with no default"
"119","ErrorMessage801","$ operator is invalid for atomic vectors"
"120","ErrorMessage814","could not find function ""dia.shape"""
"121","ErrorMessage838","could not find function ""dia.triangle"""
"122","ErrorMessage840","'x' and 'y' lengths differ"
"123","ErrorMessage855","could not find function ""equamax"""
"124","ErrorMessage856","argument ""L"" is missing, with no default"
"125","ErrorMessage857","Loading required namespace: GPArotation
"
"126","ErrorMessage867","could not find function ""error.bars"""
"127","ErrorMessage888","numerical color values must be positive"
"128","ErrorMessage901","could not find function ""error.bars.by"""
"129","ErrorMessage904","no non-missing arguments to max; returning -Inf"
"130","ErrorMessage916","could not find function ""error.bars.tab"""
"131","ErrorMessage917","argument ""t"" is missing, with no default"
"132","ErrorMessage918","invalid 'row.names' length"
"133","ErrorMessage924","object 'p' not found"
"134","ErrorMessage934","could not find function ""error.crosses"""
"135","ErrorMessage959","could not find function ""error.dots"""
"136","ErrorMessage960","argument 1 is not a vector"
"137","ErrorMessage973","could not find function ""errorCircles"""
"138","ErrorMessage987","could not find function ""esem"""
"139","ErrorMessage989","argument of length 0"
"140","ErrorMessage1013","could not find function ""esem.diagram"""
"141","ErrorMessage1014","object 'i' not found"
"142","ErrorMessage1019","requires numeric/complex matrix/vector arguments"
"143","ErrorMessage1020","could not find function ""fa.diagram"""
"144","ErrorMessage1021","argument ""fa.results"" is missing, with no default"
"145","ErrorMessage1038","graphical parameter ""mar"" has the wrong length"
"146","ErrorMessage1041","could not find function ""fa.extend"""
"147","ErrorMessage1078","could not find function ""fa.extension"""
"148","ErrorMessage1079","argument ""fo"" is missing, with no default"
"149","ErrorMessage1081","object 'fl' not found"
"150","ErrorMessage1087","could not find function ""fa.graph"""
"151","ErrorMessage1090","invalid 'description' argument"
"152","ErrorMessage1112","could not find function ""fa.lookup"""
"153","ErrorMessage1113","argument ""f"" is missing, with no default"
"154","ErrorMessage1114","object 'value' not found"
"155","ErrorMessage1127","could not find function ""fa.multi"""
"156","ErrorMessage1163","could not find function ""fa.multi.diagram"""
"157","ErrorMessage1164","argument ""multi.results"" is missing, with no default"
"158","ErrorMessage1184","could not find function ""fa.organize"""
"159","ErrorMessage1199","could not find function ""fa.parallel"""
"160","ErrorMessage1219","You specified the number of subjects, implying a correlation matrix, but do not have a correlation matrix, correlations found "
"161","ErrorMessage1240","could not find function ""fa.parallel.poly"""
"162","ErrorMessage1241","fa.parallel.poly is deprecated.  Please use the fa.parallel function with the cor='poly' option."
"163","ErrorMessage1257","could not find function ""fa.plot"""
"164","ErrorMessage1258","argument ""ic.results"" is missing, with no default"
"165","ErrorMessage1287","could not find function ""fa.poly"""
"166","ErrorMessage1289","dim(X) must have a positive length"
"167","ErrorMessage1326","could not find function ""fa.pooled"""
"168","ErrorMessage1327","argument ""datasets"" is missing, with no default"
"169","ErrorMessage1328","no applicable method for 'isSymmetric' applied to an object of class ""c('double', 'numeric')"""
"170","ErrorMessage1354","could not find function ""fa.random"""
"171","ErrorMessage1393","could not find function ""fa.rgraph"""
"172","ErrorMessage1394","Loading required namespace: Rgraphviz
"
"173","ErrorMessage1428","could not find function ""fa.sapa"""
"174","ErrorMessage1480","could not find function ""fa.sort"""
"175","ErrorMessage1482","invalid 'times' argument"
"176","ErrorMessage1488","could not find function ""fa.stats"""
"177","ErrorMessage1507","non-conformable arguments"
"178","ErrorMessage1529","could not find function ""fa2irt"""
"179","ErrorMessage1530","argument ""rho"" is missing, with no default"
"180","ErrorMessage1543","could not find function ""faBy"""
"181","ErrorMessage1544","argument ""stats"" is missing, with no default"
"182","ErrorMessage1545","Please run statsBy first"
"183","ErrorMessage1569","could not find function ""fac"""
"184","ErrorMessage1649","could not find function ""factor.residuals"""
"185","ErrorMessage1654","'data' must be of a vector type, was 'NULL'"
"186","ErrorMessage1657","could not find function ""factor.rotate"""
"187","ErrorMessage1663","f must be either a data frame or a matrix"
"188","ErrorMessage1672","could not find function ""factor.scores"""
"189","ErrorMessage1695","could not find function ""factor.stats"""
"190","ErrorMessage1724","could not find function ""factor.wls"""
"191","ErrorMessage1725","unused argument (alist(resyiduals = ))"
"192","ErrorMessage1728","unused argument (resyiduals = x)"
"193","ErrorMessage1742","unused argument (resyiduals = df)"
"194","ErrorMessage1756","unused argument (resyiduals = ""df"")"
"195","ErrorMessage1769","could not find function ""factor2cluster"""
"196","ErrorMessage1770","argument ""loads"" is missing, with no default"
"197","ErrorMessage1777","could not find function ""faRotate"""
"198","ErrorMessage1778","argument ""loadings"" is missing, with no default"
"199","ErrorMessage1784","Specified rotation not found, rotate='none' used
"
"200","ErrorMessage1785","could not find function ""faRotations"""
"201","ErrorMessage1791","invalid 'length' argument"
"202","ErrorMessage1802","could not find function ""fisherz"""
"203","ErrorMessage1806","could not find function ""fisherz2r"""
"204","ErrorMessage1807","argument ""z"" is missing, with no default"
"205","ErrorMessage1809","could not find function ""fparse"""
"206","ErrorMessage1810","argument ""expr"" is missing, with no default"
"207","ErrorMessage1812","no terms component nor attribute"
"208","ErrorMessage1814","could not find function ""fromTo"""
"209","ErrorMessage1825","could not find function ""g2r"""
"210","ErrorMessage1826","argument ""g"" is missing, with no default"
"211","ErrorMessage1827","argument ""df"" is missing, with no default"
"212","ErrorMessage1828","argument ""n"" is missing, with no default"
"213","ErrorMessage1833","could not find function ""Garcia"""
"214","ErrorMessage1834","could not find function ""geometric.mean"""
"215","ErrorMessage1838","could not find function ""glb"""
"216","ErrorMessage1846","could not find function ""glb.algebraic"""
"217","ErrorMessage1847","Loading required namespace: Rcsdp
"
"218","ErrorMessage1857","could not find function ""glb.fa"""
"219","ErrorMessage1865","could not find function ""Gleser"""
"220","ErrorMessage1879","Cluster analysis of items is only meaningful for more than 2 variables. Otherwise, you will find one cluster that is just the composite of the two.  Beta = Alpha = 2*r/(1+r).  Have you made a mistake? 
 Try calling the alpha function to give some trivial statistics.
"
"221","ErrorMessage1902","could not find function ""ICLUST"""
"222","ErrorMessage1903","argument ""r.mat"" is missing, with no default"
"223","ErrorMessage1953","could not find function ""ICLUST.cluster"""
"224","ErrorMessage1954","argument ""ICLUST.options"" is missing, with no default"
"225","ErrorMessage1959","invalid 'x' type in 'x && y'"
"226","ErrorMessage1964","could not find function ""iclust.diagram"""
"227","ErrorMessage1965","argument ""ic"" is missing, with no default"
"228","ErrorMessage1989","""x"" is not a graphical parameter"
"229","ErrorMessage2006","could not find function ""ICLUST.graph"""
"230","ErrorMessage2038","could not find function ""ICLUST.rgraph"""
"231","ErrorMessage2071","could not find function ""iclust.sort"""
"232","ErrorMessage2072","argument ""ic.load"" is missing, with no default"
"233","ErrorMessage2088","could not find function ""ICLUST.sort"""
"234","ErrorMessage2105","could not find function ""interbattery"""
"235","ErrorMessage2106","argument ""varsX"" is missing, with no default"
"236","ErrorMessage2108","argument ""varsY"" is missing, with no default"
"237","ErrorMessage2133","could not find function ""interp.boxplot"""
"238","ErrorMessage2142","could not find function ""interp.median"""
"239","ErrorMessage2151","could not find function ""interp.q"""
"240","ErrorMessage2164","could not find function ""interp.qplot.by"""
"241","ErrorMessage2176","arguments must have same length"
"242","ErrorMessage2196","could not find function ""interp.quantiles"""
"243","ErrorMessage2201","could not find function ""item.validity"""
"244","ErrorMessage2202","argument ""keys"" is missing, with no default"
"245","ErrorMessage2211","could not find function ""kaiser"""
"246","ErrorMessage2227","could not find function ""keys.lookup"""
"247","ErrorMessage2228","argument ""keys.list"" is missing, with no default"
"248","ErrorMessage2229","object 'f' not found"
"249","ErrorMessage2233","attempt to set 'rownames' on an object with no dimensions"
"250","ErrorMessage2235","could not find function ""keys2list"""
"251","ErrorMessage2242","could not find function ""keysort"""
"252","ErrorMessage2247","could not find function ""KMO"""
"253","ErrorMessage2250","matrix is not invertible, image not found
"
"254","ErrorMessage2252","could not find function ""kurtosi"""
"255","ErrorMessage2260","numeric EXPR required for 'switch' without named alternatives"
"256","ErrorMessage2263","could not find function ""lavaan.diagram"""
"257","ErrorMessage2264","argument ""fit"" is missing, with no default"
"258","ErrorMessage2265","trying to get slot ""Model"" from an object of a basic class (""numeric"") with no slots"
"259","ErrorMessage2272","trying to get slot ""Model"" from an object (class ""data.frame"") that is not an S4 object "
"260","ErrorMessage2273","trying to get slot ""Model"" from an object of a basic class (""character"") with no slots"
"261","ErrorMessage2276","could not find function ""levels2numeric"""
"262","ErrorMessage2280","could not find function ""logistic"""
"263","ErrorMessage2290","could not find function ""logistic.grm"""
"264","ErrorMessage2306","could not find function ""logit"""
"265","ErrorMessage2307","argument ""p"" is missing, with no default"
"266","ErrorMessage2311","could not find function ""lookup"""
"267","ErrorMessage2321","could not find function ""lookupFromKeys"""
"268","ErrorMessage2323","argument ""dictionary"" is missing, with no default"
"269","ErrorMessage2324","NA/NaN argument"
"270","ErrorMessage2348","could not find function ""lookupItems"""
"271","ErrorMessage2349","invalid 'pattern' argument"
"272","ErrorMessage2350","argument 'pattern' has length > 1 and only the first element will be used"
"273","ErrorMessage2359","could not find function ""lowerCor"""
"274","ErrorMessage2374","invalid 'use' argument"
"275","ErrorMessage2385","could not find function ""lowerMat"""
