"","rowname","error"
"57","ErrorMessage175","invalid connection"
"58","ErrorMessage181","invalid 'endian' argument"
"59","ErrorMessage197","unused argument (alist(encoding = ))"
"60","ErrorMessage199","argument ""nchars"" is missing, with no default"
"61","ErrorMessage200","NAs introduced by coercion to integer range"
"62","ErrorMessage204","'list' object cannot be coerced to type 'integer'"
"63","ErrorMessage209","'con' is not a connection"
"64","ErrorMessage229","bad 'file' argument"
"65","ErrorMessage234","error reading from connection"
"66","ErrorMessage235","unused argument (alist(file = ))"
"67","ErrorMessage236","argument ""path"" is missing, with no default"
"68","ErrorMessage237","unused argument (file = x)"
"69","ErrorMessage238","unused argument (file = df)"
"70","ErrorMessage239","unused argument (file = ""df"")"
"71","ErrorMessage241","'Recall' called from outside a closure"
"72","ErrorMessage247","object 'x' of mode 'function' was not found"
"73","ErrorMessage266","unused arguments (alist(x = , weak = ))"
"74","ErrorMessage267","argument ""e"" is missing, with no default"
"75","ErrorMessage269","first argument must be environment or external pointer"
"76","ErrorMessage277","argument ""text"" is missing, with no default"
"77","ErrorMessage279","argument 'pattern' has length > 1 and only the first element will be used"
"78","ErrorMessage293","'length(x) = 20 > 1' in coercion to 'logical(1)'"
"79","ErrorMessage307","argument 'ignore.case = TRUE' will be ignored"
"80","ErrorMessage325","unused argument (alist(generic = ))"
"81","ErrorMessage326","argument ""genname"" is missing, with no default"
"82","ErrorMessage342","invalid 'envir' argument"
"83","ErrorMessage343","unused arguments (alist(generic = , classes = , methods = ))"
"84","ErrorMessage344","argument ""info"" is missing, with no default"
"85","ErrorMessage345","incorrect number of dimensions"
"86","ErrorMessage352","undefined columns selected"
"87","ErrorMessage355","argument ""m"" is missing, with no default"
"88","ErrorMessage360","‘x’ and ‘m’ must have the same length"
"89","ErrorMessage373","object '-1' not found"
"90","ErrorMessage383","invalid first argument"
"91","ErrorMessage385","argument is missing, with no default"
"92","ErrorMessage388","argument ""length.out"" is missing, with no default"
"93","ErrorMessage389","invalid 'length.out' value"
"94","ErrorMessage394","object not specified"
"95","ErrorMessage397","generic function not specified"
"96","ErrorMessage408","argument ""times"" is missing, with no default"
"97","ErrorMessage409","invalid 'times' value"
"98","ErrorMessage425","<text>:2:0: unexpected end of input
1: repeat
   ^"
"99","ErrorMessage426","argument ""values"" is missing, with no default"
"100","ErrorMessage429","only 0's may be mixed with negative subscripts"
"101","ErrorMessage432","invalid subscript type 'list'"
"102","ErrorMessage443","Loading required package: 
"
"103","ErrorType443","message"
"104","ErrorMessage444","Loading required package: abind
"
"105","ErrorMessage457","argument ""package"" is missing, with no default"
"106","ErrorMessage458","Loading required namespace: abind
"
"107","ErrorMessage459","unused argument (alist(restart = ))"
"108","ErrorMessage460","argument ""r"" is missing, with no default"
"109","ErrorMessage461","$ operator is invalid for atomic vectors"
"110","ErrorMessage466","argument is not a function"
"111","ErrorMessage470","argument 2 is empty"
"112","ErrorMessage471","invalid 'previous' argument"
"113","ErrorMessage474","unused argument (alist(expr = ))"
"114","ErrorMessage475","unused argument (alist(x = ))"
"115","ErrorMessage493","'kind' must be a character string of length 1 (RNG to be used)."
"116","ErrorMessage502","'df' is not a valid abbreviation of an RNG"
"117","ErrorMessage503","argument ""vstr"" is missing, with no default"
"118","ErrorMessage505","malformed version string"
"119","ErrorMessage508","non-numeric argument to mathematical function"
"120","ErrorMessage518","unused argument (alist(digits = ))"
"121","ErrorMessage523","'arg' should be one of “secs”, “mins”, “hours”, “days”, “months”, “years”"
"122","ErrorMessage526","unused argument (alist(tz = ))"
"123","ErrorMessage529","a matrix-like object is required as argument to 'row'"
"124","ErrorMessage540","argument ""value"" is missing, with no default"
"125","ErrorMessage556","'x' must be an array of at least two dimensions"
"126","ErrorMessage563","invalid 'dims'"
"127","ErrorMessage582","argument ""group"" is missing, with no default"
"128","ErrorMessage583","missing values for 'group'"
"129","ErrorMessage587","incorrect length for 'group'"
"130","ErrorMessage593","'x' must be numeric"
"131","ErrorMessage605","not a data frame"
"132","ErrorMessage639","invalid 'size' argument"
"133","ErrorMessage646","invalid 'replace' argument"
"134","ErrorMessage650","length(n) == 1L is not TRUE"
"135","ErrorMessage656","either specify 'nmax' or 'n', but not both."
"136","ErrorMessage682","unused argument (alist(which = ))"
"137","ErrorMessage686","no applicable method for 'seek' applied to an object of class ""name"""
"138","ErrorMessage687","no applicable method for 'seek' applied to an object of class ""c('double', 'numeric')"""
"139","ErrorMessage704","'origin' must be one of 'start', 'current' or 'end'"
"140","ErrorMessage710","'from' must be of length 1"
"141","ErrorMessage713","first element used of 'length.out' argument"
"142","ErrorMessage720","'from' must be specified"
"143","ErrorMessage722","'from' must be a ""Date"" object"
"144","ErrorMessage753","argument 3 is empty"
"145","ErrorMessage754","argument 4 is empty"
"146","ErrorMessage755","argument 5 is empty"
"147","ErrorMessage756","too many arguments"
"148","ErrorMessage767","'from' must be a ""POSIXt"" object"
"149","ErrorMessage780","argument ""nvec"" is missing, with no default"
"150","ErrorMessage795","argument ""connection"" is missing, with no default"
"151","ErrorMessage798","'connection' must be a connection"
"152","ErrorMessage813","unused arguments (alist(host = , backlog = , blocking = , timeout = , reuse = , encoding = , text = ))"
"153","ErrorMessage814","argument ""port"" is missing, with no default"
"154","ErrorMessage815","invalid 'port' argument"
"155","ErrorMessage819","unused arguments (alist(host = x, backlog = , blocking = , timeout = , reuse = , encoding = , text = ))"
"156","ErrorMessage820","unused arguments (alist(host = x, backlog = x, blocking = , timeout = , reuse = , encoding = , text = ))"
"157","ErrorMessage821","unused arguments (alist(host = x, backlog = x, blocking = x, timeout = , reuse = , encoding = , text = ))"
"158","ErrorMessage822","unused arguments (alist(host = x, backlog = x, blocking = x, timeout = x, reuse = , encoding = , text = ))"
"159","ErrorMessage823","unused arguments (alist(host = x, backlog = x, blocking = x, timeout = x, reuse = x, encoding = , text = ))"
"160","ErrorMessage824","unused arguments (alist(host = x, backlog = x, blocking = x, timeout = x, reuse = x, encoding = x, text = ))"
"161","ErrorMessage825","unused arguments (host = x, backlog = x, blocking = x, timeout = x, reuse = x, encoding = x, text = x)"
"162","ErrorMessage826","unused arguments (host = x, backlog = x, blocking = x, timeout = x, reuse = x, encoding = x, text = df)"
"163","ErrorMessage827","unused arguments (host = x, backlog = x, blocking = x, timeout = x, reuse = x, encoding = df, text = df)"
"164","ErrorMessage828","unused arguments (host = x, backlog = x, blocking = x, timeout = x, reuse = x, encoding = ""df"", text = ""df"")"
"165","ErrorMessage829","unused arguments (host = x, backlog = x, blocking = x, timeout = x, reuse = df, encoding = ""df"", text = ""df"")"
"166","ErrorMessage830","unused arguments (host = x, backlog = x, blocking = x, timeout = df, reuse = df, encoding = ""df"", text = ""df"")"
"167","ErrorMessage831","unused arguments (host = x, backlog = x, blocking = df, timeout = df, reuse = df, encoding = ""df"", text = ""df"")"
"168","ErrorMessage832","unused arguments (host = x, backlog = df, blocking = df, timeout = df, reuse = df, encoding = ""df"", text = ""df"")"
"169","ErrorMessage833","unused arguments (host = x, backlog = ""df"", blocking = ""df"", timeout = ""df"", reuse = ""df"", encoding = ""df"", text = ""df"")"
"170","ErrorMessage834","unused arguments (host = df, backlog = ""df"", blocking = ""df"", timeout = ""df"", reuse = ""df"", encoding = ""df"", text = ""df"")"
"171","ErrorMessage835","unused arguments (host = ""df"", backlog = ""df"", blocking = ""df"", timeout = ""df"", reuse = ""df"", encoding = ""df"", text = ""df"")"
"172","ErrorMessage838","argument ""seed"" is missing, with no default"
"173","ErrorMessage852","argument ""y"" is missing, with no default"
"174","ErrorMessage853","[38;5;255m`x` and `y` are not compatible.
`y` must be a data frame.[39m"
"175","ErrorMessage857","unused arguments (alist(which = , fun = , package = , lib.loc = ))"
"176","ErrorMessage858","argument ""hookName"" is missing, with no default"
"177","ErrorMessage863","'arg' should be one of “append”, “prepend”, “replace”"
"178","ErrorMessage868","unused arguments (alist(info = , field = , value = ))"
"179","ErrorMessage869","argument ""ns"" is missing, with no default"
"180","ErrorMessage870","not a namespace"
"181","ErrorMessage878","there is no package called ‘df’"
"182","ErrorMessage883","argument ""dir"" is missing, with no default"
"183","ErrorMessage884","character argument expected"
"184","ErrorMessage886","cannot change working directory"
"185","ErrorMessage893","argument ""string"" is missing, with no default"
"186","ErrorMessage896","'arg' should be one of “sh”, “csh”, “cmd”, “cmd2”"
"187","ErrorMessage901","argument ""cond"" is missing, with no default"
"188","ErrorMessage907","argument ""message"" is missing, with no default"
"189","ErrorMessage922","NaNs produced"
"190","ErrorMessage930","no sink to remove"
"191","ErrorMessage931","'file' must be NULL, a connection or a character string"
"192","ErrorMessage938","'arg' should be one of “output”, “message”"
"193","ErrorMessage949","unused argument (alist(drop = ))"
"194","ErrorMessage951","argument ""MARGIN"" is missing, with no default"
"195","ErrorMessage952","incorrect value for 'MARGIN'"
"196","ErrorMessage954","'x' must have named dimnames"
"197","ErrorMessage957","unused arguments (alist(con = , server = , text = ))"
"198","ErrorMessage958","argument ""socket"" is missing, with no default"
"199","ErrorMessage959","'socket' is not a servsockconn"
"200","ErrorMessage975","unused argument (alist(text = ))"
"201","ErrorMessage978","invalid 'host' argument"
"202","ErrorMessage1002","unused arguments (alist(con = , blocking = , encoding = , text = ))"
"203","ErrorMessage1003","argument ""socklist"" is missing, with no default"
"204","ErrorMessage1004","not a list of sockets"
"205","ErrorMessage1011","bad write indicators"
"206","ErrorMessage1015","invalid 'socket' argument"
"207","ErrorMessage1022","argument ""a"" is missing, with no default"
"208","ErrorMessage1023","'a' (6 x 1) must be square"
"209","ErrorMessage1027","'a' (10 x 2) must be square"
"210","ErrorMessage1028","'a' must be a numeric matrix"
"211","ErrorMessage1034","the LINPACK argument has been defunct since R 3.1.0"
"212","ErrorMessage1044","this is the ""qr"" method for the generic function solve()"
"213","ErrorMessage1052","'decreasing' must be a length-1 logical vector.
Did you intend to set 'partial'?"
"214","ErrorMessage1061","'list' object cannot be coerced to type 'logical'"
"215","ErrorMessage1062","'decreasing' elements must be TRUE or FALSE"
"216","ErrorMessage1063","cannot xtfrm data frames"
"217","ErrorMessage1064","'decreasing' must be TRUE or FALSE"
"218","ErrorMessage1067","non-finite 'partial'"
"219","ErrorMessage1074","'arg' should be one of “auto”, “shell”, “quick”, “radix”"
"220","ErrorMessage1086","argument 'partial != NULL' is not used (yet)"
"221","ErrorMessage1106","do not know how to convert 'x' to class “POSIXct”"
"222","ErrorMessage1111","'local' must be TRUE, FALSE or an environment"
"223","ErrorMessage1140","data length is not a multiple of split variable"
"224","ErrorMessage1161","'list' object cannot be coerced to type 'double'"
"225","ErrorMessage1179","argument ""fmt"" is missing, with no default"
"226","ErrorMessage1180","'fmt' is not a character vector"
"227","ErrorMessage1187","argument ""filename"" is missing, with no default"
"228","ErrorMessage1189","is.character(filename) is not TRUE"
"229","ErrorMessage1212","unused arguments (alist(file = , wholeSrcref = ))"
"230","ErrorMessage1213","argument ""srcfile"" is missing, with no default"
"231","ErrorMessage1214","inherits(srcfile, ""srcfile"") is not TRUE"
"232","ErrorMessage1223","argument to 'standardGeneric' must be a non-empty character string"
"233","ErrorMessage1227","expected a generic function or a primitive for dispatch, got an object of class ""character"""
"234","ErrorMessage1228","unused argument (alist(ignore.case = ))"
"235","ErrorMessage1230","argument ""prefix"" is missing, with no default"
"236","ErrorMessage1231","non-character object(s)"
"237","ErrorMessage1245",""
"238","ErrorMessage1253","x are not all TRUE"
"239","ErrorMessage1254","Only one of 'exprs', 'exprObject' or expressions, not more"
"240","ErrorMessage1264","0 arguments passed to 'storage.mode<-' which requires 2"
"241","ErrorMessage1265","1 argument passed to 'storage.mode<-' which requires 2"
"242","ErrorMessage1270","argument must be character"
"243","ErrorMessage1273","argument ""s"" is missing, with no default"
"244","ErrorMessage1288","unused argument (alist(usetz = ))"
"245","ErrorMessage1290","argument ""format"" is missing, with no default"
"246","ErrorMessage1291","invalid 'format' argument"
"247","ErrorMessage1296","unused argument (alist(str = ))"
"248","ErrorMessage1305","argument ""split"" is missing, with no default"
"249","ErrorMessage1306","non-character argument"
"250","ErrorMessage1308","argument 'perl = TRUE' will be ignored"
"251","ErrorMessage1319","unused argument (alist(strict = ))"
"252","ErrorMessage1328","argument ""width"" is missing, with no default"
"253","ErrorMessage1335","argument "".Data"" is missing, with no default"
"254","ErrorMessage1336","unused arguments (alist(str = , strict = ))"
"255","ErrorMessage1338","missing value where TRUE/FALSE needed"
