"","rowname","error"
"137","ErrorMessage464","unused arguments (xx = df, units = ""df"", cl = ""df"")"
"138","ErrorMessage465","unused arguments (xx = ""df"", units = ""df"", cl = ""df"")"
"139","ErrorMessage466","'unix.time' is defunct.
Use 'system.time' instead.
See help(""Defunct"")"
"140","ErrorMessage472","invalid 'expand' argument"
"141","ErrorMessage474","invalid 'force' argument"
"142","ErrorMessage476","invalid 'recursive' argument"
"143","ErrorMessage481","unused argument (alist(text = ))"
"144","ErrorMessage482","argument ""description"" is missing, with no default"
"145","ErrorMessage483","invalid 'description' argument"
"146","ErrorMessage492","'arg' should be one of “default”, “internal”, “libcurl”, “wininet”"
"147","ErrorMessage501","there must be a 'generic' argument"
"148","ErrorMessage502","'generic' argument must be a character string"
"149","ErrorMessage507","no applicable method for 'df' applied to an object of class ""character"""
"150","ErrorMessage509","argument must be a character vector of length 1"
"151","ErrorMessage512","invalid 'x' argument"
"152","ErrorMessage518","argument ""FUN"" is missing, with no default"
"153","ErrorMessage540","invalid 'mode' argument"
"154","ErrorMessage541","invalid 'length' argument"
"155","ErrorMessage546","unused argument (alist(f = ))"
"156","ErrorMessage547","unused argument (f = x)"
"157","ErrorMessage556","unused argument (f = df)"
"158","ErrorMessage557","unused argument (f = ""df"")"
"159","ErrorMessage558","could not find function ""version"""
"160","ErrorMessage560",""
"161","ErrorMessage573","argument ""message"" is missing, with no default"
"162","ErrorMessage575","attempt to set invalid 'class' attribute"
"163","ErrorMessage577","no applicable method for 'weekdays' applied to an object of class ""name"""
"164","ErrorMessage578","no applicable method for 'weekdays' applied to an object of class ""c('double', 'numeric')"""
"165","ErrorMessage582","no applicable method for 'weekdays' applied to an object of class ""data.frame"""
"166","ErrorMessage583","no applicable method for 'weekdays' applied to an object of class ""character"""
"167","ErrorMessage585","invalid 'trim' argument"
"168","ErrorMessage587","'list' object cannot be coerced to type 'logical'"
"169","ErrorMessage599","argument to 'which' is not logical"
"170","ErrorMessage616","<text>:1:12: unexpected '='
1: while(test =
               ^"
"171","ErrorMessage617","<text>:1:7: unexpected ')'
1: while()
          ^"
"172","ErrorMessage618","<text>:2:0: unexpected end of input
1: while(x)
   ^"
"173","ErrorMessage619","<text>:2:0: unexpected end of input
1: while(df)
   ^"
"174","ErrorMessage620","<text>:2:0: unexpected end of input
1: while(""df"")
   ^"
"175","ErrorMessage628","argument ""data"" is missing, with no default"
"176","ErrorMessage641","argument ""exprs"" is missing, with no default"
"177","ErrorMessage671","no applicable method for 'within' applied to an object of class ""name"""
"178","ErrorMessage672","no applicable method for 'within' applied to an object of class ""c('double', 'numeric')"""
"179","ErrorMessage676","no applicable method for 'within' applied to an object of class ""character"""
"180","ErrorMessage697","more elements supplied than there are to replace"
"181","ErrorMessage701","cannot xtfrm data frames"
"182","ErrorMessage718","'list' object cannot be coerced to type 'integer'"
"183","ErrorMessage721","wrong class"
"184","ErrorMessage745","invalid 'type' (list) of argument"
"185","ErrorMessage746","non-numeric argument to binary operator"
"186","ErrorMessage749","plot.new has not been called yet"
"187","ErrorMessage754","'a' is overridden by 'reg'"
"188","ErrorMessage770","one of 'x1' and 'y1' must be given"
"189","ErrorMessage775","'length', 'angle', or 'code' greater than length 1; values after the first are ignored"
"190","ErrorMessage798","'x' must be a 2-d contingency table"
"191","ErrorMessage814","incorrect 'col': must be length 2"
"192","ErrorMessage817","argument ""side"" is missing, with no default"
"193","ErrorMessage864","do not know how to convert 'if (has.at) at else x' to class “Date”"
"194","ErrorMessage881","do not know how to convert 'if (has.at) at else x' to class “POSIXct”"
"195","ErrorMessage903","argument ""height"" is missing, with no default"
"196","ErrorMessage904","need finite 'ylim' values"
"197","ErrorMessage905","'height' must be a vector or a matrix"
"198","ErrorMessage910","need finite 'xlim' values"
"199","ErrorMessage923","Outliers (-Inf, Inf) in boxplot 1 are not drawn"
"200","ErrorMessage936","'names' attribute [6] must be the same length as the vector [1]"
