"","rowname","error"
"172","ErrorMessage730","invalid 'collapse' argument"
"173","ErrorMessage738","unused arguments (alist(verbose = , lib.loc = ))"
"174","ErrorMessage739","none of the packages are loaded"
"175","ErrorMessage748","unused arguments (alist(command = , text = ))"
"176","ErrorMessage749","argument ""description"" is missing, with no default"
"177","ErrorMessage750","invalid 'description' argument"
"178","ErrorMessage755","cannot open pipe() cmd 'df': Invalid argument"
"179","ErrorMessage756","invalid 'encoding' argument"
"180","ErrorMessage760","'x' and 'y' lengths differ"
"181","ErrorMessage777","no arguments"
"182","ErrorMessage784","invalid 'na.rm' value"
"183","ErrorMessage797","invalid polynomial coefficient"
"184","ErrorMessage798","argument ""z"" is missing, with no default"
"185","ErrorMessage799","unimplemented type 'list' in 'polyroot'
"
"186","ErrorMessage800","unimplemented type 'character' in 'polyroot'
"
"187","ErrorMessage804","'list' object cannot be coerced to type 'integer'"
"188","ErrorMessage847","invalid 'decimal.mark' argument"
"189","ErrorMessage864","object not specified"
"190","ErrorMessage868","argument 1 (type 'list') cannot be handled by 'cat'"
"191","ErrorMessage871","no applicable method for 'conditionMessage' applied to an object of class ""c('double', 'numeric')"""
"192","ErrorMessage872","no applicable method for 'conditionMessage' applied to an object of class ""data.frame"""
"193","ErrorMessage873","no applicable method for 'conditionMessage' applied to an object of class ""character"""
"194","ErrorMessage884","invalid 'max' / getOption(""max.print""): df"
"195","ErrorMessage888","invalid printing digits -1"
"196","ErrorMessage917","invalid printing digits -2147483648"
"197","ErrorMessage927","undefined columns selected"
"198","ErrorMessage929","subscript out of bounds"
"199","ErrorMessage939","factor levels must be ""character"""
"200","ErrorMessage940","invalid 'quote' value"
"201","ErrorMessage947","invalid 'quote' argument"
"202","ErrorMessage953","invalid 'useSource' argument"
"203","ErrorMessage961","can only write character objects"
"204","ErrorMessage971","invalid 'right' argument"
"205","ErrorMessage1025","invalid 'sep' specification"
"206","ErrorMessage1036","invalid 'digits' parameter, allowed 1...22"
"207","ErrorMessage1050","invalid 'na.print' specification"
"208","ErrorMessage1051","invalid row labels"
"209","ErrorMessage1054","1 argument passed to 'proc.time' which requires 0"
"210","ErrorMessage1067","'x' must have named dimnames"
"211","ErrorMessage1085","unused argument (alist(value = ))"
"212","ErrorMessage1087","'dimnames' applied to non-array"
"213","ErrorMessage1099","NaNs produced"
"214","ErrorMessage1100","deriv = 2147483647 > 100 (= n_max)"
"215","ErrorMessage1101","non-numeric argument to mathematical function"
"216","ErrorMessage1105","unused arguments (alist(x = , value = ))"
"217","ErrorMessage1106","argument ""data"" is missing, with no default"
"218","ErrorMessage1107","argument ""connection"" is missing, with no default"
"219","ErrorMessage1108","invalid 'data' argument"
"220","ErrorMessage1112","'arg' should be one of “bytes”, “UTF-8”"
"221","ErrorMessage1126","invalid connection"
"222","ErrorMessage1130","one of ""yes"", ""no"", ""ask"" or ""default"" expected."
"223","ErrorMessage1137","unrecognized value of 'save'"
"224","ErrorMessage1140","NA/NaN/Inf in foreign function call (arg 1)"
"225","ErrorMessage1142","argument ""qr"" is missing, with no default"
"226","ErrorMessage1143","first argument must be a QR decomposition"
"227","ErrorMessage1162","argument is not a QR decomposition"
"228","ErrorMessage1211","unused arguments (alist(qr = , y = ))"
"229","ErrorMessage1212","argument ""a"" is missing, with no default"
